C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_038.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_038.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_038.jpg, 0, 0, 0, 8.395427E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_143.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_143.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_143.jpg, 0, 0, 0, 7.820864E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_243.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_243.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_243.jpg, 0, 0, 0, 7.963723E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_347.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_347.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_347.jpg, 0, 0, 0, 8.027884E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_453.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_453.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_453.jpg, 0, 0, 0, 7.797289E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_557.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_557.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_557.jpg, 0, 0, 0, 7.879836E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_660.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_660.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_660.jpg, 0, 0, 0, 7.814111E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_765.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_765.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_765.jpg, 0, 0, 0, 7.823413E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_869.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_869.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_869.jpg, 0, 0, 0, 7.814183E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_14_971.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_14_971.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_14_971.jpg, 0, 0, 0, 8.049935E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_071.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_071.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_071.jpg, 0, 0, 0, 7.823012E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_179.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_179.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_179.jpg, 0, 0, 0, 7.932023E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_284.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_284.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_284.jpg, 0, 0, 0, 7.80225E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_385.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_385.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_385.jpg, 0, 0, 0, 7.807829E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_485.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_485.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_485.jpg, 0, 0, 0, 7.796197E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_585.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_585.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_585.jpg, 0, 0, 0, 7.812299E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_685.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_685.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_685.jpg, 0, 0, 0, 7.822969E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_788.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_788.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_788.jpg, 0, 0, 0, 7.828634E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_891.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_891.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_891.jpg, 0, 0, 0, 7.899515E-05
C:\Users\Shino\Desktop\simulator-windows-64\IMG\center_2024_07_19_14_53_15_992.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\left_2024_07_19_14_53_15_992.jpg, C:\Users\Shino\Desktop\simulator-windows-64\IMG\right_2024_07_19_14_53_15_992.jpg, 0, 0.1030611, 0, 0.008994048
